3624,11
7420,12
3812,10
6099,9
9153,10
2645,13
5535,11
1311,19
4027,9
7535,11
280,9
4346,13
6992,10
3532,14
6619,15
8441,13
658,9
7769,16
1087,16
7454,13
4333,13
8831,11
3254,12
9865,10
348,11
637,9
6712,16
1409,16
1567,14
7398,12
202,8
2579,10
3355,19
8407,13
2036,10
538,11
2627,11
5629,11
5220,14
608,11
6790,12
9252,9
461,12
4100,16
5656,12
7762,17
1716,12
9805,11
2533,8
4293,12
1261,20
9294,10
3091,10
6266,9
5280,13
2282,17
6088,8
3648,10
5730,14
1577,14
1596,13
4172,13
1138,16
6636,12
3760,11
8895,8
8273,15
8638,13
8639,11
885,14
3333,19
6107,9
1395,15
1775,18
5824,13
597,8
9548,11
9939,9
4844,18
1460,16
6989,10
4225,13
3738,12
478,13
9511,11
6394,11
7724,15
1801,14
3146,13
8669,12
639,9
4300,12
4361,11
466,12
8637,13
2252,11
5117,16
3466,13
6961,10
9734,14
765,10
2038,10
8268,15
8055,17
8685,12
2471,11
3528,14
4388,10
2436,12
8646,10
2908,10
9816,11
3618,12
7606,11
5519,10
8200,14
210,6
6487,9
1424,16
4717,5
8060,17
9372,9
6469,9
1602,13
286,9
7662,14
3970,10
2732,9
4636,10
5922,18
4893,18
6106,9
4198,14
8,7
1616,12
6029,13
9193,7
2390,11
318,12
3434,18
4169,13
8069,18
9850,10
7838,15
13,7
6459,9
1492,15
1522,15
3419,18
9416,10
9797,11
8351,10
5365,12
9716,14
1677,11
4610,11
5876,11
7209,14
2683,14
7939,14
6453,9
6509,10
2285,16
9139,9
9137,9
1316,15
4776,10
5093,14
3153,14
1795,17
5290,14
7567,11
5137,16
2455,11
46,7
9520,11
9621,12
2023,10
6129,10
9684,8
2378,11
2583,10
3922,8
5510,10
990,16
9039,11
4303,12
4629,9
8178,14
1692,12
6286,9
5994,14
4398,14
4693,8
3400,19
3161,15
1862,17
5312,16
5117,16
4102,16
7724,15
8470,12
5428,11
6794,12
9047,12
7188,14
9378,9
9878,9
1122,14
4756,8
1789,16
6567,13
871,11
7291,12
4689,8
8331,13
5022,17
6964,10
4739,5
371,12
2016,10
8221,14
7796,15
6041,13
2001,11
9153,10
3160,15
1603,13
4734,5
9718,14
5975,13
7401,12
1459,16
2807,12
68,5
5764,15
144,6
2180,8
764,10
2183,8
7357,13
1561,12
417,13
691,10
8763,8
4908,18
6184,10
1669,11
5549,9
6795,12
6800,12
9651,11
3831,8
5046,17
8965,10
8247,14
8646,10
5016,17
8835,11
842,12
2352,11
6780,13
7726,15
5893,15
8141,15
8254,15
1969,13
996,17
3222,12
175,7
7557,12
732,9
8093,18
5789,12
7381,12
7983,14
9229,9
4099,16
6769,12
6941,10
6515,12
5516,10
1119,14
3229,12
2302,14
478,13
3048,13
3804,11
4483,11
6628,13
5586,9
3590,12
8164,14
2652,13
1177,17
1507,17
5714,11
6403,11
2404,14
4723,5
9152,10
590,8
7382,12
845,12
5562,9
10,7
7633,11
9011,9
5990,14
7430,12
770,10
6587,14
7097,12
7631,11
3449,16
6506,9
2189,11
5660,12
2039,10
2162,8
1058,15
316,12
925,12
1038,13
8931,10
5245,16
4178,13
4426,11
3514,14
830,9
1605,13
5512,10
9351,9
9063,12
9364,9
7169,14
620,11
1543,11
8477,11
1753,17
540,11
4766,8
1251,18
8534,11
7862,15
8556,11
7428,12
6754,11
1565,14
4570,11
6664,12
2094,10
4074,14
6088,8
7483,14
5178,14
1956,12
3606,12
3311,19
3091,10
8878,8
9863,10
2156,9
9340,11
8545,11
5139,16
5834,13
1536,11
3820,10
1388,15
7873,11
8823,11
5994,14
6035,13
5550,9
4503,10
9075,12
5692,11
1816,18
1420,16
4581,10
9551,11
9156,10
2331,9
8932,10
3168,15
246,9
9251,9
2319,13
2385,12
1129,13
5270,16
7765,16
9975,9
689,10
5127,16
9240,9
8426,13
6158,9
2339,11
945,12
1457,16
3364,19
245,9
7701,14
5070,12
9737,14
2773,13
694,10
2885,10
495,13
2593,11
7629,11
7475,14
483,13
8159,14
726,9
2764,13
2084,10
2833,13
1180,17
3525,14
1688,12
4218,13
8600,12
9620,12
2795,12
8128,18
20,7
6901,16
5674,12
7298,12
3636,11
9486,12
7615,11
684,10
9863,10
7461,13
3086,10
4345,13
4074,14
8736,13
4159,13
4232,13
5949,16
9118,8
348,11
8658,12
1483,15
6996,11
8222,14
2907,9
5780,15
1802,18
3315,19
1447,18
1197,18
9239,9
884,14
6543,14
2779,13
3066,12
8452,13
1316,15
5996,14
3051,13
3946,8
9443,8
7223,14
9938,9
7443,13
4010,9
3028,12
9990,8
6929,15
6010,15
5326,16
2552,8
7193,14
8397,14
4616,9
5504,10
1772,18
6634,9
8366,10
3128,10
7540,12
5030,17
5070,12
2953,13
2482,11
445,12
7191,14
563,9
69,4
5858,12
1825,18
2785,11
2493,11
8771,10
7837,15
2059,10
9552,11
353,11
5534,11
909,14
5277,13
6702,15
4855,18
8681,12
3728,12
2968,13
6007,15
1609,13
8198,14
277,9
35,8
711,9
4625,9
1295,20
2195,11
9632,13
238,9
82,5
1776,18
326,12
4836,18
8947,10
3547,11
7462,13
1280,20
4484,11
4770,10
682,10
5967,14
213,11
9263,9
6671,12
795,10
6957,10
6945,10
1241,18
8634,13
4522,14
5695,11
5077,14
8083,18
3045,13
4122,15
591,8
4643,10
4825,12
5938,18
9062,12
4687,8
341,12
60,5
4429,11
8571,12
1328,15
4355,11
3379,20
3450,16
877,14
5469,12
6565,13
9207,9
8688,12
6047,11
9971,9
4659,7
3135,13
1779,15
5104,13
2095,9
700,12
6184,10
429,13
7133,13
3250,12
1115,15
7177,14
5330,16
9533,11
9365,9
242,9
5951,16
5215,14
8885,8
2239,11
3056,13
305,11
528,12
4977,17
7268,14
1351,15
9622,11
2230,11
3295,20
4663,7
7414,12
1648,12
1468,16
3467,13
2853,13
2438,12
3031,12
2933,14
1371,17
5866,11
3402,19
2147,10
8206,13
4939,18
1462,16
2051,7
6931,15
9691,8
4804,13
1640,12
3938,8
5956,14
7116,13
1437,17
3578,12
6982,10
6118,9
6713,16
2997,12
4100,16
992,16
3588,12
1821,18
7296,12
2640,13
8058,17
2511,11
2708,14
9098,10
910,14
7615,11
6034,13
2835,13
96,5
4204,14
8414,13
3782,11
2802,12
8325,13
2075,10
8839,12
6727,14
5916,18
8915,9
7239,14
8540,11
1946,12
9500,11
2968,13
2412,14
1907,15
3127,10
1026,16
863,14
1884,16
8954,10
245,9
7187,14
5338,11
4816,13
6687,13
878,14
9900,11
335,12
3728,12
402,10
8460,13
3275,20
4540,10
3234,12
7394,12
4041,9
6304,10
1156,16
1594,13
6214,9
2489,11
1992,13
8231,14
2921,14
4210,14
4072,14
8743,10
1399,15
9165,11
1215,17
9913,11
646,9
5940,18
5775,15
1997,13
3891,12
9231,9
1806,18
8443,13
1848,16
2264,11
5473,12
870,10
5256,16
254,8
5820,13
4914,18
4221,13
567,10
1320,15
5524,10
6852,15
2362,11
7654,14
1961,12
8551,11
5820,13
6420,7
3674,9
8300,11
4376,12
4861,18
7918,13
76,5
9268,9
6149,9
2000,11
1734,13
594,8
9222,11
387,12
2868,10
4213,13
7892,14
1875,16
159,7
5109,16
4056,9
8590,12
2159,8
7348,13
5483,10
8338,14
7125,12
3393,19
721,9
5129,16
9677,13
3357,19
4360,11
179,8
1582,14
9901,11
5809,13
9298,10
6932,15
4895,18
8046,17
4332,13
7439,12
8912,9
9677,13
4268,16
7677,13
5997,15
7652,14
3530,14
2150,10
5864,8
9693,8
284,9
2151,9
4718,5
9316,12
3981,9
1697,11
2551,8
6335,11
1118,14
6034,13
8574,12
205,8
5050,16
6293,10
4946,18
1858,18
9918,11
4582,10
9835,12
306,11
2360,11
2936,14
1057,15
5211,14
1087,16
1466,16
3625,11
3849,9
7363,13
5463,12
9713,14
1044,15
7095,12
4941,18
8639,11
5900,17
6940,11
2529,8
6612,15
1736,11
3008,10
9344,9
39,8
907,14
8391,13
8617,13
224,11
6296,10
9800,11
8378,13
6225,9
1944,11
4460,9
8520,13
5404,13
9962,9
8770,10
6947,10
8225,14
8522,11
3751,7
2696,11
8118,18
1908,15
4740,5
7721,14
2957,13
7418,12
2248,11
9947,9
2784,13
1349,15
3575,12
2238,11
1440,18
5289,12
8083,18
2034,10
7950,14
6204,9
8667,12
5656,12
1321,15
2153,9
2321,9
9015,9
6298,10
5247,16
6640,12
7744,16
1580,14
5583,9
3613,12
979,12
4049,9
2646,13
4173,13
2435,12
8336,14
1767,20
5480,11
4344,13
5315,16
7230,14
4220,13
2100,9
1584,14
5120,16
8085,18
8393,13
9078,12
6918,15
7628,11
1896,16
267,8
9228,5
8174,14
380,12
2355,11
1717,12
9246,9
2233,11
2292,15
6353,11
3949,8
8575,12
3672,10
6338,11
4969,18
1940,12
6098,7
5947,16
1060,15
1712,12
7188,14
8618,13
4342,13
8298,14
9937,9
4039,9
2901,10
6836,12
7758,17
333,12
3029,12
2866,10
7791,15
8874,8
3099,10
4177,13
8159,14
1042,15
2534,8
9702,9
6847,15
9560,11
9536,11
3812,10
7427,12
5391,11
9168,11
8306,14
9914,11
4365,12
1188,17
3644,8
4589,10
1313,19
4734,5
5576,9
9,7
327,12
348,11
4876,18
720,9
1066,16
2605,11
5247,16
3740,12
6970,10
5952,16
3725,12
9798,11
3150,14
2143,10
6959,10
9622,11
5803,13
8460,13
618,11
4492,12
7701,14
5739,15
1126,14
1343,15
8837,11
1377,17
9026,8
740,10
2141,10
3115,8
1735,13
8737,13
2440,12
8785,10
2858,9
9586,13
3061,13
3788,11
7701,14
8619,13
8501,12
6134,10
9016,9
9327,12
8994,8
3409,19
8956,10
4577,11
8627,13
9356,9
8521,11
5546,9
2189,11
